state,year,sex,pluarlity,age,births
Colorado,2016,Female,Single,30-34 years,9693
Colorado,2016,Female,Single,35-39 years,4892
Colorado,2016,Female,Single,40-44 years,967
Colorado,2016,Female,Single,45-49 years,57
Colorado,2016,Female,Twin,15-19 years,19
Colorado,2016,Female,Twin,20-24 years,107
Colorado,2016,Female,Twin,25-29 years,259
Colorado,2016,Female,Twin,30-34 years,351
Colorado,2016,Female,Twin,35-39 years,222
Colorado,2016,Female,Twin,40-44 years,36
Colorado,2016,Female,Triplet,25-29 years,14
Colorado,2016,Female,Triplet,30-34 years,17
Colorado,2016,Male,Single,Under 15 years,13
Colorado,2016,Male,Single,15-19 years,1547
Colorado,2016,Male,Single,20-24 years,5974
Colorado,2016,Male,Single,25-29 years,9396
Colorado,2016,Male,Single,30-34 years,9969
Colorado,2016,Male,Single,35-39 years,5021
Colorado,2016,Male,Single,40-44 years,980
Colorado,2016,Male,Single,45-49 years,53
Colorado,2016,Male,Twin,15-19 years,32
Colorado,2016,Male,Twin,20-24 years,119
Colorado,2016,Male,Twin,25-29 years,246
Colorado,2016,Male,Twin,30-34 years,362
Colorado,2016,Male,Twin,35-39 years,210
Colorado,2016,Male,Twin,40-44 years,63
Colorado,2017,Female,Single,15-19 years,1368
Colorado,2017,Female,Single,20-24 years,5325
Colorado,2017,Female,Single,25-29 years,8643
Colorado,2017,Female,Single,30-34 years,9368
Colorado,2017,Female,Single,35-39 years,4927
Colorado,2017,Female,Single,40-44 years,926
Colorado,2017,Female,Single,45-49 years,56
Colorado,2017,Female,Twin,15-19 years,20
Colorado,2017,Female,Twin,20-24 years,101
Colorado,2017,Female,Twin,25-29 years,227
Colorado,2017,Female,Twin,30-34 years,372
Colorado,2017,Female,Twin,35-39 years,202
Colorado,2017,Female,Twin,40-44 years,55
Colorado,2017,Male,Single,Under 15 years,12
Colorado,2017,Male,Single,15-19 years,1379
Colorado,2017,Male,Single,20-24 years,5537
Colorado,2017,Male,Single,25-29 years,8956
Colorado,2017,Male,Single,30-34 years,9684
Colorado,2017,Male,Single,35-39 years,5091
Colorado,2017,Male,Single,40-44 years,988
Colorado,2017,Male,Single,45-49 years,65
Colorado,2017,Male,Twin,15-19 years,17
Colorado,2017,Male,Twin,20-24 years,109
Colorado,2017,Male,Twin,25-29 years,272
Colorado,2017,Male,Twin,30-34 years,320
Colorado,2017,Male,Twin,35-39 years,223
Colorado,2017,Male,Twin,40-44 years,52
Colorado,2018,Female,Single,Under 15 years,14
Colorado,2018,Female,Single,15-19 years,1190
Colorado,2018,Female,Single,20-24 years,4989
Colorado,2018,Female,Single,25-29 years,8446
Colorado,2018,Female,Single,30-34 years,9321
Colorado,2018,Female,Single,35-39 years,4910
Colorado,2018,Female,Single,40-44 years,922
Colorado,2018,Female,Single,45-49 years,64
Colorado,2018,Female,Twin,15-19 years,24
Colorado,2018,Female,Twin,20-24 years,94
Colorado,2018,Female,Twin,25-29 years,234
Colorado,2018,Female,Twin,30-34 years,380
Colorado,2018,Female,Twin,35-39 years,197
Colorado,2018,Female,Twin,40-44 years,52
Colorado,2018,Female,Triplet,30-34 years,10
Colorado,2018,Male,Single,15-19 years,1293
Colorado,2018,Male,Single,20-24 years,5274
Colorado,2018,Male,Single,25-29 years,8628
Colorado,2018,Male,Single,30-34 years,9616
Colorado,2018,Male,Single,35-39 years,5142
Colorado,2018,Male,Single,40-44 years,984
Colorado,2018,Male,Single,45-49 years,64
Colorado,2018,Male,Twin,15-19 years,12
Colorado,2018,Male,Twin,20-24 years,122
Colorado,2018,Male,Twin,25-29 years,237
Colorado,2018,Male,Twin,30-34 years,346
Colorado,2018,Male,Twin,35-39 years,224
Colorado,2018,Male,Twin,40-44 years,54
Colorado,2018,Male,Twin,45-49 years,11
Colorado,2019,Female,Single,15-19 years,1164
Colorado,2019,Female,Single,20-24 years,4923
Colorado,2019,Female,Single,25-29 years,8215
Colorado,2019,Female,Single,30-34 years,9248
Colorado,2019,Female,Single,35-39 years,4992
Colorado,2019,Female,Single,40-44 years,1025
Colorado,2019,Female,Single,45-49 years,55
Colorado,2019,Female,Twin,15-19 years,12
Colorado,2019,Female,Twin,20-24 years,117
Colorado,2019,Female,Twin,25-29 years,252
Colorado,2019,Female,Twin,30-34 years,349
Colorado,2019,Female,Twin,35-39 years,232
Colorado,2019,Female,Twin,40-44 years,39
Colorado,2019,Male,Single,Under 15 years,12
Colorado,2019,Male,Single,15-19 years,1282
Colorado,2019,Male,Single,20-24 years,5135
Colorado,2019,Male,Single,25-29 years,8525
Colorado,2019,Male,Single,30-34 years,9803
Colorado,2019,Male,Single,35-39 years,5287
Colorado,2019,Male,Single,40-44 years,1034
Colorado,2019,Male,Single,45-49 years,65
Colorado,2019,Male,Single,50 years and over,10
Colorado,2019,Male,Twin,15-19 years,13
Colorado,2019,Male,Twin,20-24 years,99
Colorado,2019,Male,Twin,25-29 years,278
Colorado,2019,Male,Twin,30-34 years,332
Colorado,2019,Male,Twin,35-39 years,245
Colorado,2019,Male,Twin,40-44 years,67
Connecticut,2016,Female,Single,15-19 years,535
Connecticut,2016,Female,Single,20-24 years,2248
Connecticut,2016,Female,Single,25-29 years,4439
Connecticut,2016,Female,Single,30-34 years,5937
Connecticut,2016,Female,Single,35-39 years,3183
Connecticut,2016,Female,Single,40-44 years,645
Connecticut,2016,Female,Single,45-49 years,46
Connecticut,2016,Female,Twin,20-24 years,50
Connecticut,2016,Female,Twin,25-29 years,175
Connecticut,2016,Female,Twin,30-34 years,288
Connecticut,2016,Female,Twin,35-39 years,181
Connecticut,2016,Female,Twin,40-44 years,54
Connecticut,2016,Male,Single,15-19 years,586
Connecticut,2016,Male,Single,20-24 years,2457
Connecticut,2016,Male,Single,25-29 years,4596
Connecticut,2016,Male,Single,30-34 years,5915
Connecticut,2016,Male,Single,35-39 years,3108
Connecticut,2016,Male,Single,40-44 years,675
Connecticut,2016,Male,Single,45-49 years,59
Connecticut,2016,Male,Twin,20-24 years,55
Connecticut,2016,Male,Twin,25-29 years,179
Connecticut,2016,Male,Twin,30-34 years,260
Connecticut,2016,Male,Twin,35-39 years,182
Connecticut,2016,Male,Twin,40-44 years,51
Connecticut,2016,Male,Twin,45-49 years,11
Connecticut,2016,Male,Triplet,30-34 years,11
Connecticut,2017,Female,Single,15-19 years,480
Connecticut,2017,Female,Single,20-24 years,2202
Connecticut,2017,Female,Single,25-29 years,4250
Connecticut,2017,Female,Single,30-34 years,5665
Connecticut,2017,Female,Single,35-39 years,3231
Connecticut,2017,Female,Single,40-44 years,623
Connecticut,2017,Female,Single,45-49 years,43
Connecticut,2017,Female,Twin,15-19 years,14
Connecticut,2017,Female,Twin,20-24 years,32
Connecticut,2017,Female,Twin,25-29 years,166
Connecticut,2017,Female,Twin,30-34 years,234
Connecticut,2017,Female,Twin,35-39 years,147
Connecticut,2017,Female,Twin,40-44 years,42
Connecticut,2017,Female,Twin,45-49 years,10
Connecticut,2017,Male,Single,15-19 years,555
Connecticut,2017,Male,Single,20-24 years,2296
Connecticut,2017,Male,Single,25-29 years,4393
Connecticut,2017,Male,Single,30-34 years,6096
Connecticut,2017,Male,Single,35-39 years,3189
Connecticut,2017,Male,Single,40-44 years,677
Connecticut,2017,Male,Single,45-49 years,48
Connecticut,2017,Male,Twin,20-24 years,52
Connecticut,2017,Male,Twin,25-29 years,169
Connecticut,2017,Male,Twin,30-34 years,301
Connecticut,2017,Male,Twin,35-39 years,193
Connecticut,2017,Male,Twin,40-44 years,42
Connecticut,2017,Male,Twin,45-49 years,18
Connecticut,2018,Female,Single,15-19 years,482
Connecticut,2018,Female,Single,20-24 years,2031
Connecticut,2018,Female,Single,25-29 years,4149
Connecticut,2018,Female,Single,30-34 years,5692
Connecticut,2018,Female,Single,35-39 years,3193
Connecticut,2018,Female,Single,40-44 years,697
Connecticut,2018,Female,Single,45-49 years,46
Connecticut,2018,Female,Twin,20-24 years,47
Connecticut,2018,Female,Twin,25-29 years,148
Connecticut,2018,Female,Twin,30-34 years,199
Connecticut,2018,Female,Twin,35-39 years,165
Connecticut,2018,Female,Twin,40-44 years,36
Connecticut,2018,Male,Single,15-19 years,495
Connecticut,2018,Male,Single,20-24 years,2241
Connecticut,2018,Male,Single,25-29 years,4366
Connecticut,2018,Male,Single,30-34 years,5935
Connecticut,2018,Male,Single,35-39 years,3367
Connecticut,2018,Male,Single,40-44 years,680
Connecticut,2018,Male,Single,45-49 years,37
Connecticut,2018,Male,Twin,20-24 years,54
Connecticut,2018,Male,Twin,25-29 years,155
Connecticut,2018,Male,Twin,30-34 years,229
Connecticut,2018,Male,Twin,35-39 years,160
Connecticut,2018,Male,Twin,40-44 years,43
Connecticut,2018,Male,Triplet,35-39 years,10
Connecticut,2019,Female,Single,15-19 years,441
Connecticut,2019,Female,Single,20-24 years,1946
Connecticut,2019,Female,Single,25-29 years,4062
Connecticut,2019,Female,Single,30-34 years,5719
Connecticut,2019,Female,Single,35-39 years,3223
Connecticut,2019,Female,Single,40-44 years,725
Connecticut,2019,Female,Single,45-49 years,44
Connecticut,2019,Female,Single,50 years and over,11
Connecticut,2019,Female,Twin,20-24 years,40
Connecticut,2019,Female,Twin,25-29 years,102
Connecticut,2019,Female,Twin,30-34 years,267
Connecticut,2019,Female,Twin,35-39 years,156
Connecticut,2019,Female,Twin,40-44 years,41
Connecticut,2019,Male,Single,15-19 years,443
Connecticut,2019,Male,Single,20-24 years,2115
Connecticut,2019,Male,Single,25-29 years,4205
Connecticut,2019,Male,Single,30-34 years,6048
Connecticut,2019,Male,Single,35-39 years,3282
Connecticut,2019,Male,Single,40-44 years,709
Connecticut,2019,Male,Single,45-49 years,47
Connecticut,2019,Male,Twin,15-19 years,13
Connecticut,2019,Male,Twin,20-24 years,54
Connecticut,2019,Male,Twin,25-29 years,112
Connecticut,2019,Male,Twin,30-34 years,217
Connecticut,2019,Male,Twin,35-39 years,165
Connecticut,2019,Male,Twin,40-44 years,18
Delaware,2016,Female,Single,15-19 years,293
Delaware,2016,Female,Single,20-24 years,994
Delaware,2016,Female,Single,25-29 years,1537
Delaware,2016,Female,Single,30-34 years,1502
Delaware,2016,Female,Single,35-39 years,702
Delaware,2016,Female,Single,40-44 years,135
Delaware,2016,Female,Single,45-49 years,12
Delaware,2016,Female,Twin,20-24 years,32
Delaware,2016,Female,Twin,25-29 years,51
Delaware,2016,Female,Twin,30-34 years,49
Delaware,2016,Female,Twin,35-39 years,33
Delaware,2016,Male,Single,15-19 years,276
Delaware,2016,Male,Single,20-24 years,1050
Delaware,2016,Male,Single,25-29 years,1687
Delaware,2016,Male,Single,30-34 years,1589
Delaware,2016,Male,Single,35-39 years,729
Delaware,2016,Male,Single,40-44 years,130
Delaware,2016,Male,Single,45-49 years,16
Delaware,2016,Male,Twin,20-24 years,27
Delaware,2016,Male,Twin,25-29 years,37
Delaware,2016,Male,Twin,30-34 years,53
Delaware,2016,Male,Twin,35-39 years,19
Delaware,2017,Female,Single,15-19 years,298
Delaware,2017,Female,Single,20-24 years,936
Delaware,2017,Female,Single,25-29 years,1547
Delaware,2017,Female,Single,30-34 years,1442
Delaware,2017,Female,Single,35-39 years,741
Delaware,2017,Female,Single,40-44 years,119
Delaware,2017,Female,Twin,20-24 years,26
Delaware,2017,Female,Twin,25-29 years,73
Delaware,2017,Female,Twin,30-34 years,55
Delaware,2017,Female,Twin,35-39 years,31
Delaware,2017,Male,Single,15-19 years,250
Delaware,2017,Male,Single,20-24 years,1025
Delaware,2017,Male,Single,25-29 years,1668
Delaware,2017,Male,Single,30-34 years,1594
Delaware,2017,Male,Single,35-39 years,678
Delaware,2017,Male,Single,40-44 years,149
Delaware,2017,Male,Single,45-49 years,10
Delaware,2017,Male,Twin,20-24 years,31
Delaware,2017,Male,Twin,25-29 years,53
Delaware,2017,Male,Twin,30-34 years,59
Delaware,2017,Male,Twin,35-39 years,35
Delaware,2018,Female,Single,15-19 years,248
Delaware,2018,Female,Single,20-24 years,928
Delaware,2018,Female,Single,25-29 years,1471
Delaware,2018,Female,Single,30-34 years,1471
Delaware,2018,Female,Single,35-39 years,723
Delaware,2018,Female,Single,40-44 years,143
Delaware,2018,Female,Single,45-49 years,11
Delaware,2018,Female,Twin,20-24 years,29
Delaware,2018,Female,Twin,25-29 years,52
Delaware,2018,Female,Twin,30-34 years,42
Delaware,2018,Female,Twin,35-39 years,31
Delaware,2018,Male,Single,15-19 years,246
Delaware,2018,Male,Single,20-24 years,981
Delaware,2018,Male,Single,25-29 years,1557
Delaware,2018,Male,Single,30-34 years,1642
Delaware,2018,Male,Single,35-39 years,740
Delaware,2018,Male,Single,40-44 years,146
Delaware,2018,Male,Twin,20-24 years,22
Delaware,2018,Male,Twin,25-29 years,39
Delaware,2018,Male,Twin,30-34 years,45
Delaware,2018,Male,Twin,35-39 years,26
Delaware,2019,Female,Single,15-19 years,212
Delaware,2019,Female,Single,20-24 years,837
Delaware,2019,Female,Single,25-29 years,1491
Delaware,2019,Female,Single,30-34 years,1476
Delaware,2019,Female,Single,35-39 years,751
Delaware,2019,Female,Single,40-44 years,159
Delaware,2019,Female,Single,45-49 years,10
Delaware,2019,Female,Twin,20-24 years,17
Delaware,2019,Female,Twin,25-29 years,59
Delaware,2019,Female,Twin,30-34 years,59
Delaware,2019,Female,Twin,35-39 years,33
Delaware,2019,Male,Single,15-19 years,222
Delaware,2019,Male,Single,20-24 years,964
Delaware,2019,Male,Single,25-29 years,1603
Delaware,2019,Male,Single,30-34 years,1559
Delaware,2019,Male,Single,35-39 years,755
Delaware,2019,Male,Single,40-44 years,144
Delaware,2019,Male,Single,45-49 years,21
Delaware,2019,Male,Twin,20-24 years,21
Delaware,2019,Male,Twin,25-29 years,52
Delaware,2019,Male,Twin,30-34 years,56
Delaware,2019,Male,Twin,35-39 years,21
District of Columbia,2016,Female,Single,15-19 years,208
District of Columbia,2016,Female,Single,20-24 years,756
District of Columbia,2016,Female,Single,25-29 years,936
District of Columbia,2016,Female,Single,30-34 years,1432
District of Columbia,2016,Female,Single,35-39 years,959
District of Columbia,2016,Female,Single,40-44 years,218
District of Columbia,2016,Female,Single,45-49 years,21
District of Columbia,2016,Female,Twin,20-24 years,19
District of Columbia,2016,Female,Twin,25-29 years,51
District of Columbia,2016,Female,Twin,30-34 years,46
District of Columbia,2016,Female,Twin,35-39 years,60
District of Columbia,2016,Female,Twin,40-44 years,15
District of Columbia,2016,Male,Single,15-19 years,242
District of Columbia,2016,Male,Single,20-24 years,798
District of Columbia,2016,Male,Single,25-29 years,1062
District of Columbia,2016,Male,Single,30-34 years,1560
District of Columbia,2016,Male,Single,35-39 years,1038
District of Columbia,2016,Male,Single,40-44 years,210
District of Columbia,2016,Male,Single,45-49 years,15
District of Columbia,2016,Male,Twin,20-24 years,19
District of Columbia,2016,Male,Twin,25-29 years,37
District of Columbia,2016,Male,Twin,30-34 years,49
District of Columbia,2016,Male,Twin,35-39 years,58
District of Columbia,2016,Male,Twin,40-44 years,12
District of Columbia,2017,Female,Single,15-19 years,196
District of Columbia,2017,Female,Single,20-24 years,704
District of Columbia,2017,Female,Single,25-29 years,948
District of Columbia,2017,Female,Single,30-34 years,1456
District of Columbia,2017,Female,Single,35-39 years,976
District of Columbia,2017,Female,Single,40-44 years,228
District of Columbia,2017,Female,Single,45-49 years,13
District of Columbia,2017,Female,Twin,20-24 years,13
District of Columbia,2017,Female,Twin,25-29 years,48
District of Columbia,2017,Female,Twin,30-34 years,49
District of Columbia,2017,Female,Twin,35-39 years,53
District of Columbia,2017,Female,Twin,40-44 years,10
District of Columbia,2017,Male,Single,15-19 years,202
District of Columbia,2017,Male,Single,20-24 years,701
District of Columbia,2017,Male,Single,25-29 years,976
District of Columbia,2017,Male,Single,30-34 years,1471
District of Columbia,2017,Male,Single,35-39 years,1072
District of Columbia,2017,Male,Single,40-44 years,227
District of Columbia,2017,Male,Single,45-49 years,17
District of Columbia,2017,Male,Twin,20-24 years,27
District of Columbia,2017,Male,Twin,25-29 years,43
District of Columbia,2017,Male,Twin,30-34 years,54
District of Columbia,2017,Male,Twin,35-39 years,39
District of Columbia,2018,Female,Single,15-19 years,185
District of Columbia,2018,Female,Single,20-24 years,579
District of Columbia,2018,Female,Single,25-29 years,842
District of Columbia,2018,Female,Single,30-34 years,1414
District of Columbia,2018,Female,Single,35-39 years,1016
District of Columbia,2018,Female,Single,40-44 years,229
District of Columbia,2018,Female,Single,45-49 years,25
District of Columbia,2018,Female,Twin,20-24 years,24
District of Columbia,2018,Female,Twin,25-29 years,36
District of Columbia,2018,Female,Twin,30-34 years,52
District of Columbia,2018,Female,Twin,35-39 years,45
District of Columbia,2018,Female,Twin,40-44 years,13
District of Columbia,2018,Male,Single,15-19 years,181
District of Columbia,2018,Male,Single,20-24 years,643
District of Columbia,2018,Male,Single,25-29 years,903
District of Columbia,2018,Male,Single,30-34 years,1514
District of Columbia,2018,Male,Single,35-39 years,1099
District of Columbia,2018,Male,Single,40-44 years,223
District of Columbia,2018,Male,Single,45-49 years,21
District of Columbia,2018,Male,Twin,25-29 years,29
District of Columbia,2018,Male,Twin,30-34 years,49
District of Columbia,2018,Male,Twin,35-39 years,37
District of Columbia,2018,Male,Twin,40-44 years,10
District of Columbia,2019,Female,Single,15-19 years,158
District of Columbia,2019,Female,Single,20-24 years,536
District of Columbia,2019,Female,Single,25-29 years,896
District of Columbia,2019,Female,Single,30-34 years,1406
District of Columbia,2019,Female,Single,35-39 years,1055
District of Columbia,2019,Female,Single,40-44 years,242
District of Columbia,2019,Female,Single,45-49 years,16
District of Columbia,2019,Female,Twin,20-24 years,16
District of Columbia,2019,Female,Twin,25-29 years,42
District of Columbia,2019,Female,Twin,30-34 years,26
District of Columbia,2019,Female,Twin,35-39 years,43
District of Columbia,2019,Female,Twin,40-44 years,11
District of Columbia,2019,Male,Single,15-19 years,159
District of Columbia,2019,Male,Single,20-24 years,553
District of Columbia,2019,Male,Single,25-29 years,930
District of Columbia,2019,Male,Single,30-34 years,1439
District of Columbia,2019,Male,Single,35-39 years,1111
District of Columbia,2019,Male,Single,40-44 years,257
District of Columbia,2019,Male,Single,45-49 years,21
District of Columbia,2019,Male,Single,50 years and over,12
District of Columbia,2019,Male,Twin,20-24 years,14
District of Columbia,2019,Male,Twin,25-29 years,28
District of Columbia,2019,Male,Twin,30-34 years,44
District of Columbia,2019,Male,Twin,35-39 years,20
Florida,2016,Female,Single,Under 15 years,49
Florida,2016,Female,Single,15-19 years,5399
Florida,2016,Female,Single,20-24 years,21837
Florida,2016,Female,Single,25-29 years,31340
Florida,2016,Female,Single,30-34 years,29262
Florida,2016,Female,Single,35-39 years,14635
Florida,2016,Female,Single,40-44 years,3385
Florida,2016,Female,Single,45-49 years,195
Florida,2016,Female,Single,50 years and over,18
Florida,2016,Female,Twin,15-19 years,103
