state,year,sex,pluarlity,age,births
Georgia,2019,Male,Twin,30-34 years,648
Georgia,2019,Male,Twin,35-39 years,344
Georgia,2019,Male,Twin,40-44 years,61
Georgia,2019,Male,Twin,45-49 years,11
Georgia,2019,Male,Triplet,30-34 years,29
Georgia,2019,Male,Triplet,35-39 years,17
Hawaii,2016,Female,Single,15-19 years,359
Hawaii,2016,Female,Single,20-24 years,1666
Hawaii,2016,Female,Single,25-29 years,2350
Hawaii,2016,Female,Single,30-34 years,2258
Hawaii,2016,Female,Single,35-39 years,1347
Hawaii,2016,Female,Single,40-44 years,284
Hawaii,2016,Female,Single,45-49 years,18
Hawaii,2016,Female,Twin,20-24 years,36
Hawaii,2016,Female,Twin,25-29 years,65
Hawaii,2016,Female,Twin,30-34 years,70
Hawaii,2016,Female,Twin,35-39 years,58
Hawaii,2016,Female,Twin,40-44 years,22
Hawaii,2016,Male,Single,15-19 years,363
Hawaii,2016,Male,Single,20-24 years,1791
Hawaii,2016,Male,Single,25-29 years,2603
Hawaii,2016,Male,Single,30-34 years,2586
Hawaii,2016,Male,Single,35-39 years,1426
Hawaii,2016,Male,Single,40-44 years,355
Hawaii,2016,Male,Single,45-49 years,20
Hawaii,2016,Male,Twin,20-24 years,36
Hawaii,2016,Male,Twin,25-29 years,82
Hawaii,2016,Male,Twin,30-34 years,107
Hawaii,2016,Male,Twin,35-39 years,69
Hawaii,2016,Male,Twin,40-44 years,25
Hawaii,2016,Male,Triplet,30-34 years,10
Hawaii,2017,Female,Single,15-19 years,337
Hawaii,2017,Female,Single,20-24 years,1586
Hawaii,2017,Female,Single,25-29 years,2241
Hawaii,2017,Female,Single,30-34 years,2193
Hawaii,2017,Female,Single,35-39 years,1374
Hawaii,2017,Female,Single,40-44 years,334
Hawaii,2017,Female,Single,45-49 years,22
Hawaii,2017,Female,Twin,15-19 years,13
Hawaii,2017,Female,Twin,20-24 years,30
Hawaii,2017,Female,Twin,25-29 years,64
Hawaii,2017,Female,Twin,30-34 years,73
Hawaii,2017,Female,Twin,35-39 years,73
Hawaii,2017,Female,Twin,40-44 years,16
Hawaii,2017,Female,Twin,45-49 years,11
Hawaii,2017,Male,Single,15-19 years,359
Hawaii,2017,Male,Single,20-24 years,1762
Hawaii,2017,Male,Single,25-29 years,2460
Hawaii,2017,Male,Single,30-34 years,2475
Hawaii,2017,Male,Single,35-39 years,1376
Hawaii,2017,Male,Single,40-44 years,351
Hawaii,2017,Male,Single,45-49 years,27
Hawaii,2017,Male,Twin,20-24 years,37
Hawaii,2017,Male,Twin,25-29 years,73
Hawaii,2017,Male,Twin,30-34 years,88
Hawaii,2017,Male,Twin,35-39 years,89
Hawaii,2017,Male,Twin,40-44 years,14
Hawaii,2017,Male,Twin,45-49 years,11
Hawaii,2018,Female,Single,15-19 years,324
Hawaii,2018,Female,Single,20-24 years,1483
Hawaii,2018,Female,Single,25-29 years,2182
Hawaii,2018,Female,Single,30-34 years,2196
Hawaii,2018,Female,Single,35-39 years,1426
Hawaii,2018,Female,Single,40-44 years,324
Hawaii,2018,Female,Single,45-49 years,26
Hawaii,2018,Female,Twin,20-24 years,38
Hawaii,2018,Female,Twin,25-29 years,58
Hawaii,2018,Female,Twin,30-34 years,83
Hawaii,2018,Female,Twin,35-39 years,60
Hawaii,2018,Female,Twin,40-44 years,25
Hawaii,2018,Male,Single,15-19 years,315
Hawaii,2018,Male,Single,20-24 years,1572
Hawaii,2018,Male,Single,25-29 years,2398
Hawaii,2018,Male,Single,30-34 years,2355
Hawaii,2018,Male,Single,35-39 years,1458
Hawaii,2018,Male,Single,40-44 years,346
Hawaii,2018,Male,Single,45-49 years,28
Hawaii,2018,Male,Twin,20-24 years,24
Hawaii,2018,Male,Twin,25-29 years,59
Hawaii,2018,Male,Twin,30-34 years,74
Hawaii,2018,Male,Twin,35-39 years,60
Hawaii,2018,Male,Twin,40-44 years,19
Hawaii,2019,Female,Single,15-19 years,264
Hawaii,2019,Female,Single,20-24 years,1458
Hawaii,2019,Female,Single,25-29 years,2136
Hawaii,2019,Female,Single,30-34 years,2176
Hawaii,2019,Female,Single,35-39 years,1393
Hawaii,2019,Female,Single,40-44 years,339
Hawaii,2019,Female,Single,45-49 years,26
Hawaii,2019,Female,Twin,20-24 years,27
Hawaii,2019,Female,Twin,25-29 years,54
Hawaii,2019,Female,Twin,30-34 years,63
Hawaii,2019,Female,Twin,35-39 years,57
Hawaii,2019,Female,Twin,40-44 years,13
Hawaii,2019,Male,Single,15-19 years,312
Hawaii,2019,Male,Single,20-24 years,1555
Hawaii,2019,Male,Single,25-29 years,2413
Hawaii,2019,Male,Single,30-34 years,2272
Hawaii,2019,Male,Single,35-39 years,1532
Hawaii,2019,Male,Single,40-44 years,386
Hawaii,2019,Male,Single,45-49 years,23
Hawaii,2019,Male,Twin,20-24 years,26
Hawaii,2019,Male,Twin,25-29 years,67
Hawaii,2019,Male,Twin,30-34 years,90
Hawaii,2019,Male,Twin,35-39 years,63
Hawaii,2019,Male,Twin,40-44 years,15
Idaho,2016,Female,Single,15-19 years,535
Idaho,2016,Female,Single,20-24 years,2623
Idaho,2016,Female,Single,25-29 years,3435
Idaho,2016,Female,Single,30-34 years,2705
Idaho,2016,Female,Single,35-39 years,1075
Idaho,2016,Female,Single,40-44 years,234
Idaho,2016,Female,Single,45-49 years,13
Idaho,2016,Female,Twin,15-19 years,16
Idaho,2016,Female,Twin,20-24 years,68
Idaho,2016,Female,Twin,25-29 years,107
Idaho,2016,Female,Twin,30-34 years,106
Idaho,2016,Female,Twin,35-39 years,50
Idaho,2016,Female,Twin,40-44 years,10
Idaho,2016,Male,Single,15-19 years,606
Idaho,2016,Male,Single,20-24 years,2813
Idaho,2016,Male,Single,25-29 years,3509
Idaho,2016,Male,Single,30-34 years,2777
Idaho,2016,Male,Single,35-39 years,1150
Idaho,2016,Male,Single,40-44 years,239
Idaho,2016,Male,Single,45-49 years,18
Idaho,2016,Male,Twin,15-19 years,14
Idaho,2016,Male,Twin,20-24 years,64
Idaho,2016,Male,Twin,25-29 years,110
Idaho,2016,Male,Twin,30-34 years,102
Idaho,2016,Male,Twin,35-39 years,58
Idaho,2017,Female,Single,15-19 years,531
Idaho,2017,Female,Single,20-24 years,2573
Idaho,2017,Female,Single,25-29 years,3472
Idaho,2017,Female,Single,30-34 years,2576
Idaho,2017,Female,Single,35-39 years,1157
Idaho,2017,Female,Single,40-44 years,216
Idaho,2017,Female,Single,45-49 years,16
Idaho,2017,Female,Twin,20-24 years,60
Idaho,2017,Female,Twin,25-29 years,83
Idaho,2017,Female,Twin,30-34 years,95
Idaho,2017,Female,Twin,35-39 years,48
Idaho,2017,Male,Single,15-19 years,551
Idaho,2017,Male,Single,20-24 years,2679
Idaho,2017,Male,Single,25-29 years,3604
Idaho,2017,Male,Single,30-34 years,2651
Idaho,2017,Male,Single,35-39 years,1209
Idaho,2017,Male,Single,40-44 years,215
Idaho,2017,Male,Single,45-49 years,15
Idaho,2017,Male,Twin,15-19 years,15
Idaho,2017,Male,Twin,20-24 years,76
Idaho,2017,Male,Twin,25-29 years,120
Idaho,2017,Male,Twin,30-34 years,113
Idaho,2017,Male,Twin,35-39 years,52
Idaho,2018,Female,Single,15-19 years,455
Idaho,2018,Female,Single,20-24 years,2438
Idaho,2018,Female,Single,25-29 years,3339
Idaho,2018,Female,Single,30-34 years,2483
Idaho,2018,Female,Single,35-39 years,1152
Idaho,2018,Female,Single,40-44 years,211
Idaho,2018,Female,Single,45-49 years,18
Idaho,2018,Female,Twin,20-24 years,41
Idaho,2018,Female,Twin,25-29 years,88
Idaho,2018,Female,Twin,30-34 years,110
Idaho,2018,Female,Twin,35-39 years,72
Idaho,2018,Female,Twin,40-44 years,13
Idaho,2018,Male,Single,15-19 years,495
Idaho,2018,Male,Single,20-24 years,2558
Idaho,2018,Male,Single,25-29 years,3427
Idaho,2018,Male,Single,30-34 years,2640
Idaho,2018,Male,Single,35-39 years,1249
Idaho,2018,Male,Single,40-44 years,211
Idaho,2018,Male,Twin,15-19 years,15
Idaho,2018,Male,Twin,20-24 years,63
Idaho,2018,Male,Twin,25-29 years,119
Idaho,2018,Male,Twin,30-34 years,99
Idaho,2018,Male,Twin,35-39 years,65
Idaho,2019,Female,Single,15-19 years,429
Idaho,2019,Female,Single,20-24 years,2449
Idaho,2019,Female,Single,25-29 years,3409
Idaho,2019,Female,Single,30-34 years,2597
Idaho,2019,Female,Single,35-39 years,1260
Idaho,2019,Female,Single,40-44 years,248
Idaho,2019,Female,Single,45-49 years,14
Idaho,2019,Female,Twin,15-19 years,12
Idaho,2019,Female,Twin,20-24 years,69
Idaho,2019,Female,Twin,25-29 years,107
Idaho,2019,Female,Twin,30-34 years,116
Idaho,2019,Female,Twin,35-39 years,53
Idaho,2019,Male,Single,15-19 years,474
Idaho,2019,Male,Single,20-24 years,2571
Idaho,2019,Male,Single,25-29 years,3569
Idaho,2019,Male,Single,30-34 years,2739
Idaho,2019,Male,Single,35-39 years,1320
Idaho,2019,Male,Single,40-44 years,239
Idaho,2019,Male,Single,45-49 years,14
Idaho,2019,Male,Twin,20-24 years,48
Idaho,2019,Male,Twin,25-29 years,89
Idaho,2019,Male,Twin,30-34 years,119
Idaho,2019,Male,Twin,35-39 years,61
Idaho,2019,Male,Twin,40-44 years,10
Illinois,2016,Female,Single,Under 15 years,38
Illinois,2016,Female,Single,15-19 years,3652
Illinois,2016,Female,Single,20-24 years,13288
Illinois,2016,Female,Single,25-29 years,20324
Illinois,2016,Female,Single,30-34 years,22198
Illinois,2016,Female,Single,35-39 years,10827
Illinois,2016,Female,Single,40-44 years,2160
Illinois,2016,Female,Single,45-49 years,123
Illinois,2016,Female,Single,50 years and over,14
Illinois,2016,Female,Twin,15-19 years,70
Illinois,2016,Female,Twin,20-24 years,307
Illinois,2016,Female,Twin,25-29 years,632
Illinois,2016,Female,Twin,30-34 years,954
Illinois,2016,Female,Twin,35-39 years,644
Illinois,2016,Female,Twin,40-44 years,161
Illinois,2016,Female,Twin,45-49 years,29
Illinois,2016,Female,Triplet,25-29 years,20
Illinois,2016,Female,Triplet,30-34 years,25
Illinois,2016,Female,Triplet,35-39 years,19
Illinois,2016,Male,Single,Under 15 years,36
Illinois,2016,Male,Single,15-19 years,3939
Illinois,2016,Male,Single,20-24 years,13978
Illinois,2016,Male,Single,25-29 years,20995
Illinois,2016,Male,Single,30-34 years,23143
Illinois,2016,Male,Single,35-39 years,11415
Illinois,2016,Male,Single,40-44 years,2228
Illinois,2016,Male,Single,45-49 years,140
Illinois,2016,Male,Twin,15-19 years,68
Illinois,2016,Male,Twin,20-24 years,336
Illinois,2016,Male,Twin,25-29 years,684
Illinois,2016,Male,Twin,30-34 years,1056
Illinois,2016,Male,Twin,35-39 years,629
Illinois,2016,Male,Twin,40-44 years,161
Illinois,2016,Male,Twin,45-49 years,31
Illinois,2016,Male,Triplet,20-24 years,10
Illinois,2016,Male,Triplet,25-29 years,14
Illinois,2016,Male,Triplet,30-34 years,39
Illinois,2016,Male,Triplet,35-39 years,12
Illinois,2017,Female,Single,Under 15 years,33
Illinois,2017,Female,Single,15-19 years,3377
Illinois,2017,Female,Single,20-24 years,12685
Illinois,2017,Female,Single,25-29 years,19421
Illinois,2017,Female,Single,30-34 years,21461
Illinois,2017,Female,Single,35-39 years,11126
Illinois,2017,Female,Single,40-44 years,2216
Illinois,2017,Female,Single,45-49 years,139
Illinois,2017,Female,Single,50 years and over,12
Illinois,2017,Female,Twin,15-19 years,67
Illinois,2017,Female,Twin,20-24 years,299
Illinois,2017,Female,Twin,25-29 years,577
Illinois,2017,Female,Twin,30-34 years,891
Illinois,2017,Female,Twin,35-39 years,562
Illinois,2017,Female,Twin,40-44 years,124
Illinois,2017,Female,Twin,45-49 years,17
Illinois,2017,Female,Triplet,20-24 years,11
Illinois,2017,Female,Triplet,25-29 years,15
Illinois,2017,Female,Triplet,30-34 years,24
Illinois,2017,Female,Triplet,35-39 years,25
Illinois,2017,Male,Single,Under 15 years,24
Illinois,2017,Male,Single,15-19 years,3590
Illinois,2017,Male,Single,20-24 years,13284
Illinois,2017,Male,Single,25-29 years,20224
Illinois,2017,Male,Single,30-34 years,22454
Illinois,2017,Male,Single,35-39 years,11484
Illinois,2017,Male,Single,40-44 years,2183
Illinois,2017,Male,Single,45-49 years,142
Illinois,2017,Male,Single,50 years and over,14
Illinois,2017,Male,Twin,15-19 years,62
Illinois,2017,Male,Twin,20-24 years,330
Illinois,2017,Male,Twin,25-29 years,651
Illinois,2017,Male,Twin,30-34 years,1003
Illinois,2017,Male,Twin,35-39 years,585
Illinois,2017,Male,Twin,40-44 years,135
Illinois,2017,Male,Twin,45-49 years,24
Illinois,2017,Male,Triplet,25-29 years,34
Illinois,2017,Male,Triplet,30-34 years,30
Illinois,2017,Male,Triplet,35-39 years,21
Illinois,2018,Female,Single,Under 15 years,27
Illinois,2018,Female,Single,15-19 years,3015
Illinois,2018,Female,Single,20-24 years,11807
Illinois,2018,Female,Single,25-29 years,18683
Illinois,2018,Female,Single,30-34 years,21021
Illinois,2018,Female,Single,35-39 years,11216
Illinois,2018,Female,Single,40-44 years,2215
Illinois,2018,Female,Single,45-49 years,125
Illinois,2018,Female,Single,50 years and over,12
Illinois,2018,Female,Twin,15-19 years,59
Illinois,2018,Female,Twin,20-24 years,283
Illinois,2018,Female,Twin,25-29 years,640
Illinois,2018,Female,Twin,30-34 years,826
Illinois,2018,Female,Twin,35-39 years,567
Illinois,2018,Female,Twin,40-44 years,87
Illinois,2018,Female,Twin,45-49 years,28
Illinois,2018,Female,Triplet,25-29 years,17
Illinois,2018,Female,Triplet,30-34 years,25
Illinois,2018,Female,Triplet,35-39 years,18
Illinois,2018,Male,Single,Under 15 years,31
Illinois,2018,Male,Single,15-19 years,3256
Illinois,2018,Male,Single,20-24 years,12105
Illinois,2018,Male,Single,25-29 years,19808
Illinois,2018,Male,Single,30-34 years,22088
Illinois,2018,Male,Single,35-39 years,11684
Illinois,2018,Male,Single,40-44 years,2314
Illinois,2018,Male,Single,45-49 years,144
Illinois,2018,Male,Single,50 years and over,10
Illinois,2018,Male,Twin,15-19 years,66
Illinois,2018,Male,Twin,20-24 years,297
Illinois,2018,Male,Twin,25-29 years,666
Illinois,2018,Male,Twin,30-34 years,871
Illinois,2018,Male,Twin,35-39 years,557
Illinois,2018,Male,Twin,40-44 years,125
Illinois,2018,Male,Twin,45-49 years,16
Illinois,2018,Male,Triplet,25-29 years,18
Illinois,2018,Male,Triplet,30-34 years,28
Illinois,2018,Male,Triplet,35-39 years,14
Illinois,2019,Female,Single,Under 15 years,43
Illinois,2019,Female,Single,15-19 years,2817
Illinois,2019,Female,Single,20-24 years,10998
Illinois,2019,Female,Single,25-29 years,17955
Illinois,2019,Female,Single,30-34 years,20577
Illinois,2019,Female,Single,35-39 years,11151
Illinois,2019,Female,Single,40-44 years,2205
Illinois,2019,Female,Single,45-49 years,143
Illinois,2019,Female,Single,50 years and over,17
Illinois,2019,Female,Twin,15-19 years,49
Illinois,2019,Female,Twin,20-24 years,232
Illinois,2019,Female,Twin,25-29 years,610
Illinois,2019,Female,Twin,30-34 years,846
Illinois,2019,Female,Twin,35-39 years,509
Illinois,2019,Female,Twin,40-44 years,92
Illinois,2019,Female,Twin,45-49 years,12
Illinois,2019,Female,Triplet,20-24 years,13
Illinois,2019,Female,Triplet,25-29 years,20
Illinois,2019,Female,Triplet,30-34 years,22
Illinois,2019,Male,Single,Under 15 years,23
Illinois,2019,Male,Single,15-19 years,2962
Illinois,2019,Male,Single,20-24 years,11631
Illinois,2019,Male,Single,25-29 years,18880
Illinois,2019,Male,Single,30-34 years,21501
Illinois,2019,Male,Single,35-39 years,11846
Illinois,2019,Male,Single,40-44 years,2309
Illinois,2019,Male,Single,45-49 years,157
Illinois,2019,Male,Single,50 years and over,25
Illinois,2019,Male,Twin,15-19 years,52
Illinois,2019,Male,Twin,20-24 years,241
Illinois,2019,Male,Twin,25-29 years,580
Illinois,2019,Male,Twin,30-34 years,894
Illinois,2019,Male,Twin,35-39 years,513
Illinois,2019,Male,Twin,40-44 years,91
Illinois,2019,Male,Twin,45-49 years,15
Illinois,2019,Male,Triplet,25-29 years,19
Illinois,2019,Male,Triplet,30-34 years,18
Indiana,2016,Female,Single,Under 15 years,20
Indiana,2016,Female,Single,15-19 years,2458
Indiana,2016,Female,Single,20-24 years,9527
Indiana,2016,Female,Single,25-29 years,12403
Indiana,2016,Female,Single,30-34 years,9640
Indiana,2016,Female,Single,35-39 years,4030
Indiana,2016,Female,Single,40-44 years,759
Indiana,2016,Female,Single,45-49 years,32
Indiana,2016,Female,Twin,15-19 years,51
Indiana,2016,Female,Twin,20-24 years,233
Indiana,2016,Female,Twin,25-29 years,392
Indiana,2016,Female,Twin,30-34 years,411
Indiana,2016,Female,Twin,35-39 years,211
Indiana,2016,Female,Twin,40-44 years,29
Indiana,2016,Female,Triplet,25-29 years,22
Indiana,2016,Female,Triplet,35-39 years,13
Indiana,2016,Male,Single,Under 15 years,25
Indiana,2016,Male,Single,15-19 years,2699
Indiana,2016,Male,Single,20-24 years,10228
Indiana,2016,Male,Single,25-29 years,13175
Indiana,2016,Male,Single,30-34 years,10225
Indiana,2016,Male,Single,35-39 years,4183
Indiana,2016,Male,Single,40-44 years,778
Indiana,2016,Male,Single,45-49 years,46
Indiana,2016,Male,Twin,15-19 years,47
Indiana,2016,Male,Twin,20-24 years,243
Indiana,2016,Male,Twin,25-29 years,450
Indiana,2016,Male,Twin,30-34 years,431
Indiana,2016,Male,Twin,35-39 years,193
Indiana,2016,Male,Twin,40-44 years,45
Indiana,2016,Male,Triplet,25-29 years,28
Indiana,2016,Male,Triplet,30-34 years,18
Indiana,2017,Female,Single,Under 15 years,28
Indiana,2017,Female,Single,15-19 years,2497
Indiana,2017,Female,Single,20-24 years,9357
Indiana,2017,Female,Single,25-29 years,12532
Indiana,2017,Female,Single,30-34 years,9831
Indiana,2017,Female,Single,35-39 years,3960
Indiana,2017,Female,Single,40-44 years,719
Indiana,2017,Female,Single,45-49 years,44
Indiana,2017,Female,Twin,15-19 years,57
Indiana,2017,Female,Twin,20-24 years,201
Indiana,2017,Female,Twin,25-29 years,413
Indiana,2017,Female,Twin,30-34 years,399
Indiana,2017,Female,Twin,35-39 years,180
Indiana,2017,Female,Twin,40-44 years,30
Indiana,2017,Female,Triplet,25-29 years,11
Indiana,2017,Female,Triplet,30-34 years,19
Indiana,2017,Female,Triplet,35-39 years,15
Indiana,2017,Male,Single,Under 15 years,24
Indiana,2017,Male,Single,15-19 years,2494
Indiana,2017,Male,Single,20-24 years,9773
Indiana,2017,Male,Single,25-29 years,12966
Indiana,2017,Male,Single,30-34 years,10113
Indiana,2017,Male,Single,35-39 years,4228
Indiana,2017,Male,Single,40-44 years,764
Indiana,2017,Male,Single,45-49 years,49
Indiana,2017,Male,Twin,15-19 years,43
Indiana,2017,Male,Twin,20-24 years,247
Indiana,2017,Male,Twin,25-29 years,418
Indiana,2017,Male,Twin,30-34 years,436
Indiana,2017,Male,Twin,35-39 years,181
Indiana,2017,Male,Twin,40-44 years,38
Indiana,2017,Male,Triplet,25-29 years,10
Indiana,2017,Male,Triplet,30-34 years,33
Indiana,2017,Male,Triplet,35-39 years,13
Indiana,2018,Female,Single,Under 15 years,22
Indiana,2018,Female,Single,15-19 years,2379
Indiana,2018,Female,Single,20-24 years,9050
Indiana,2018,Female,Single,25-29 years,12256
Indiana,2018,Female,Single,30-34 years,9868
Indiana,2018,Female,Single,35-39 years,4096
Indiana,2018,Female,Single,40-44 years,802
Indiana,2018,Female,Single,45-49 years,48
Indiana,2018,Female,Twin,15-19 years,40
Indiana,2018,Female,Twin,20-24 years,253
Indiana,2018,Female,Twin,25-29 years,455
Indiana,2018,Female,Twin,30-34 years,362
Indiana,2018,Female,Twin,35-39 years,189
Indiana,2018,Female,Twin,40-44 years,40
Indiana,2018,Female,Triplet,25-29 years,14
Indiana,2018,Male,Single,Under 15 years,20
Indiana,2018,Male,Single,15-19 years,2375
Indiana,2018,Male,Single,20-24 years,9795
Indiana,2018,Male,Single,25-29 years,13050
Indiana,2018,Male,Single,30-34 years,10009
Indiana,2018,Male,Single,35-39 years,4257
Indiana,2018,Male,Single,40-44 years,805
Indiana,2018,Male,Single,45-49 years,33
Indiana,2018,Male,Twin,15-19 years,46
Indiana,2018,Male,Twin,20-24 years,209
Indiana,2018,Male,Twin,25-29 years,450
Indiana,2018,Male,Twin,30-34 years,408
Indiana,2018,Male,Twin,35-39 years,189
Indiana,2018,Male,Twin,40-44 years,39
Indiana,2018,Male,Triplet,25-29 years,13
Indiana,2018,Male,Triplet,35-39 years,14
Indiana,2019,Female,Single,Under 15 years,13
Indiana,2019,Female,Single,15-19 years,2161
Indiana,2019,Female,Single,20-24 years,9063
Indiana,2019,Female,Single,25-29 years,12123
Indiana,2019,Female,Single,30-34 years,9734
Indiana,2019,Female,Single,35-39 years,4069
Indiana,2019,Female,Single,40-44 years,802
Indiana,2019,Female,Single,45-49 years,55
Indiana,2019,Female,Twin,15-19 years,30
Indiana,2019,Female,Twin,20-24 years,204
Indiana,2019,Female,Twin,25-29 years,400
Indiana,2019,Female,Twin,30-34 years,394
Indiana,2019,Female,Twin,35-39 years,229
Indiana,2019,Female,Twin,40-44 years,24
Indiana,2019,Female,Triplet,25-29 years,18
Indiana,2019,Female,Triplet,30-34 years,13
Indiana,2019,Male,Single,Under 15 years,19
Indiana,2019,Male,Single,15-19 years,2418
Indiana,2019,Male,Single,20-24 years,9539
Indiana,2019,Male,Single,25-29 years,12881
Indiana,2019,Male,Single,30-34 years,10093
Indiana,2019,Male,Single,35-39 years,4349
Indiana,2019,Male,Single,40-44 years,873
Indiana,2019,Male,Single,45-49 years,28
Indiana,2019,Male,Single,50 years and over,11
Indiana,2019,Male,Twin,15-19 years,32
Indiana,2019,Male,Twin,20-24 years,206
Indiana,2019,Male,Twin,25-29 years,431
Indiana,2019,Male,Twin,30-34 years,365
Indiana,2019,Male,Twin,35-39 years,195
Indiana,2019,Male,Twin,40-44 years,31
Indiana,2019,Male,Triplet,25-29 years,10
Indiana,2019,Male,Triplet,30-34 years,18
Iowa,2016,Female,Single,15-19 years,876
Iowa,2016,Female,Single,20-24 years,3944
Iowa,2016,Female,Single,25-29 years,6277
Iowa,2016,Female,Single,30-34 years,5269
Iowa,2016,Female,Single,35-39 years,1991
Iowa,2016,Female,Single,40-44 years,344
Iowa,2016,Female,Single,45-49 years,18
Iowa,2016,Female,Twin,15-19 years,14
Iowa,2016,Female,Twin,20-24 years,97
Iowa,2016,Female,Twin,25-29 years,211
Iowa,2016,Female,Twin,30-34 years,218
Iowa,2016,Female,Twin,35-39 years,100
Iowa,2016,Female,Triplet,25-29 years,10
Iowa,2016,Male,Single,15-19 years,902
Iowa,2016,Male,Single,20-24 years,4044
Iowa,2016,Male,Single,25-29 years,6602
Iowa,2016,Male,Single,30-34 years,5376
Iowa,2016,Male,Single,35-39 years,2025
Iowa,2016,Male,Single,40-44 years,346
Iowa,2016,Male,Single,45-49 years,16
Iowa,2016,Male,Twin,15-19 years,12
Iowa,2016,Male,Twin,20-24 years,78
Iowa,2016,Male,Twin,25-29 years,206
Iowa,2016,Male,Twin,30-34 years,217
Iowa,2016,Male,Twin,35-39 years,137
Iowa,2016,Male,Twin,40-44 years,11
Iowa,2016,Male,Triplet,25-29 years,15
Iowa,2017,Female,Single,Under 15 years,11
Iowa,2017,Female,Single,15-19 years,842
Iowa,2017,Female,Single,20-24 years,3587
Iowa,2017,Female,Single,25-29 years,6157
Iowa,2017,Female,Single,30-34 years,5139
Iowa,2017,Female,Single,35-39 years,2063
Iowa,2017,Female,Single,40-44 years,338
Iowa,2017,Female,Single,45-49 years,20
Iowa,2017,Female,Twin,20-24 years,83
Iowa,2017,Female,Twin,25-29 years,185
Iowa,2017,Female,Twin,30-34 years,221
Iowa,2017,Female,Twin,35-39 years,109
Iowa,2017,Female,Twin,40-44 years,13
Iowa,2017,Male,Single,Under 15 years,11
Iowa,2017,Male,Single,15-19 years,817
Iowa,2017,Male,Single,20-24 years,3790
Iowa,2017,Male,Single,25-29 years,6428
Iowa,2017,Male,Single,30-34 years,5367
Iowa,2017,Male,Single,35-39 years,2222
Iowa,2017,Male,Single,40-44 years,347
Iowa,2017,Male,Single,45-49 years,14
Iowa,2017,Male,Twin,15-19 years,10
Iowa,2017,Male,Twin,20-24 years,60
Iowa,2017,Male,Twin,25-29 years,205
Iowa,2017,Male,Twin,30-34 years,205
Iowa,2017,Male,Twin,35-39 years,109
Iowa,2017,Male,Twin,40-44 years,25
Iowa,2017,Male,Triplet,30-34 years,12
Iowa,2018,Female,Single,15-19 years,771
Iowa,2018,Female,Single,20-24 years,3468
Iowa,2018,Female,Single,25-29 years,6102
Iowa,2018,Female,Single,30-34 years,5071
Iowa,2018,Female,Single,35-39 years,2087
Iowa,2018,Female,Single,40-44 years,300
Iowa,2018,Female,Single,45-49 years,16
Iowa,2018,Female,Twin,15-19 years,17
Iowa,2018,Female,Twin,20-24 years,84
Iowa,2018,Female,Twin,25-29 years,210
Iowa,2018,Female,Twin,30-34 years,220
Iowa,2018,Female,Twin,35-39 years,88
Iowa,2018,Female,Twin,40-44 years,26
Iowa,2018,Female,Triplet,25-29 years,11
Iowa,2018,Male,Single,15-19 years,800
Iowa,2018,Male,Single,20-24 years,3570
Iowa,2018,Male,Single,25-29 years,6420
Iowa,2018,Male,Single,30-34 years,5256
Iowa,2018,Male,Single,35-39 years,2164
Iowa,2018,Male,Single,40-44 years,372
Iowa,2018,Male,Single,45-49 years,19
Iowa,2018,Male,Twin,15-19 years,15
Iowa,2018,Male,Twin,20-24 years,104
Iowa,2018,Male,Twin,25-29 years,231
Iowa,2018,Male,Twin,30-34 years,225
Iowa,2018,Male,Twin,35-39 years,85
Iowa,2018,Male,Twin,40-44 years,15
Iowa,2018,Male,Triplet,30-34 years,11
Iowa,2019,Female,Single,15-19 years,696
Iowa,2019,Female,Single,20-24 years,3300
Iowa,2019,Female,Single,25-29 years,6070
Iowa,2019,Female,Single,30-34 years,5235
Iowa,2019,Female,Single,35-39 years,2112
Iowa,2019,Female,Single,40-44 years,363
Iowa,2019,Female,Single,45-49 years,16
Iowa,2019,Female,Twin,15-19 years,12
Iowa,2019,Female,Twin,20-24 years,95
Iowa,2019,Female,Twin,25-29 years,180
Iowa,2019,Female,Twin,30-34 years,192
Iowa,2019,Female,Twin,35-39 years,106
Iowa,2019,Female,Twin,40-44 years,13
Iowa,2019,Male,Single,15-19 years,738
Iowa,2019,Male,Single,20-24 years,3545
Iowa,2019,Male,Single,25-29 years,6269
Iowa,2019,Male,Single,30-34 years,5436
Iowa,2019,Male,Single,35-39 years,2209
Iowa,2019,Male,Single,40-44 years,396
Iowa,2019,Male,Single,45-49 years,22
Iowa,2019,Male,Twin,15-19 years,14
Iowa,2019,Male,Twin,20-24 years,88
Iowa,2019,Male,Twin,25-29 years,200
Iowa,2019,Male,Twin,30-34 years,227
Iowa,2019,Male,Twin,35-39 years,74
Kansas,2016,Female,Single,Under 15 years,10
Kansas,2016,Female,Single,15-19 years,1002
Kansas,2016,Female,Single,20-24 years,4134
Kansas,2016,Female,Single,25-29 years,5550
Kansas,2016,Female,Single,30-34 years,4858
Kansas,2016,Female,Single,35-39 years,1976
Kansas,2016,Female,Single,40-44 years,332
Kansas,2016,Female,Single,45-49 years,12
Kansas,2016,Female,Twin,20-24 years,102
Kansas,2016,Female,Twin,25-29 years,169
Kansas,2016,Female,Twin,30-34 years,204
Kansas,2016,Female,Twin,35-39 years,75
Kansas,2016,Female,Twin,40-44 years,19
Kansas,2016,Male,Single,Under 15 years,12
